#{"t_start": 1596175826.1036322, "env_id": null}
r,l,t
33.991954,20,24499.017457
-163.399959,25,24519.809434
-236.298611,29,24539.664428
-335.665824,33,24564.807368
-315.472891,29,24588.83551
106.87211,18,24604.379401
-1045.945793,46,24646.418788
-206.811877,31,24668.540442
-322.880103,27,24703.573287
-398.89262,39,24742.60336
-962.538239,45,24774.305809
-879.397653,39,24801.736088
76.277006,19,24818.060663
-251.952504,32,24832.946099
14.108919,30,24867.057952
242.785623,9,24876.531941
198.063667,17,24902.822816
164.838428,13,24930.868103
-1236.237499,48,24975.197385
-172.966531,26,24996.956492
236.695168,9,25008.022847
-271.73921,27,25030.426992
263.351334,7,25053.339771
-295.784787,26,25087.778494
-174.174112,26,25102.91336
-486.967864,34,25127.81392
154.660897,13,25144.390831
-233.520827,23,25164.205217
161.013436,13,25179.366928
268.240551,6,25190.739111
-162.131232,30,25212.066375
150.669748,14,25241.162128
-17.622137,20,25256.72577
-141.25583,29,25277.950769
-385.833162,30,25303.455322
213.312189,11,25315.701782
-183.567694,26,25336.370013
-197.145868,25,25356.759879
-25.972895,19,25375.677971
-864.363186,41,25419.325773
-168.29871,27,25440.674421
101.505276,17,25457.20089
265.761545,6,25467.899054
137.656086,17,25482.527758
59.04432,19,25499.126796
300,1,25501.068243
123.282377,17,25530.030066
-53.180249,21,25549.464199
-426.792804,33,25574.303546
81.915869,21,25590.937292
-48.944102,21,25609.549924
114.85301,15,25626.077165
87.198147,17,25640.523953
-475.512274,33,25664.411543
-13.297191,22,25682.201607
-114.610843,24,25701.56487
67.77624,24,25717.923112
238.149644,10,25731.148337
13.643649,16,25747.174423
44.189001,16,25763.368527
-174.174745,26,25783.738512
-897.849313,43,25811.959606
111.910277,15,25826.547083
-1009.439919,46,25869.985435
-1017.504918,46,25900.590595
-920.58891,45,25932.009555
-103.16372,23,25951.081807
300,1,25971.806025
300,1,25975.227981
74.753766,17,26004.304441
92.907364,18,26016.616946
-567.97485,36,26042.271869
210.07334,10,26053.807144
-560.559194,31,26080.824858
-73.782675,23,26101.421062
206.526441,16,26116.101549
-102.466048,24,26136.991633
-853.603128,41,26163.899144
-775.093195,42,26207.109449
-109.691169,25,26227.090105
-535.645882,34,26251.438497
236.907145,9,26263.18925
-832.710859,41,26291.780556
238.012939,8,26303.392688
-529.820373,37,26342.818384
231.37905,13,26357.434389
-116.318766,25,26378.410494
103.315831,19,26394.915091
-344.685404,29,26418.945765
30.842515,17,26435.401108
-131.434775,23,26456.421883
-984.927813,47,26486.609775
217.816623,12,26499.177602
-345.440151,31,26519.66643
254.361294,6,26531.019168
-111.182147,26,26549.518075
180.120705,13,26563.168962
-1198.69335,45,26593.491791
74.079137,20,26610.443323
-405.005759,31,26648.233432
-134.180459,25,26669.960908
-186.479896,27,26689.43566
241.072084,9,26702.103044
-213.050245,31,26723.235415
250.553855,7,26734.241591
-65.715977,21,26755.828419
-385.575316,28,26780.526263
-913.289048,37,26809.359654
-425.392892,30,26834.739686
117.462818,15,26850.901526
135.653947,16,26881.957877
-88.565821,23,26900.364384
-55.15054,23,26919.008209
-241.359425,35,26942.046497
-399.360843,30,26965.234599
-390.703777,29,26989.900655
264.047991,6,27000.144321
-114.626721,24,27032.539547
-222.682794,24,27054.404462
-122.023812,28,27076.284983
247.084414,8,27085.935782
-235.306788,23,27107.269332
67.660212,15,27137.184651
156.924807,13,27164.841374
76.689967,15,27181.892628
-42.656009,23,27202.474797
105.877413,15,27218.83599
34.419518,21,27235.33315
-188.640513,31,27256.244576
-108.35967,23,27277.562702
224.44782,10,27290.503406
-940.225372,37,27320.72658
-115.362312,29,27353.933822
-363.218407,29,27389.945768
260.589971,8,27400.162733
44.507417,19,27414.296436
-52.102841,22,27435.46803
-508.274154,34,27460.163613
-50.097787,22,27479.774198
-193.446109,47,27506.268902
-250.782766,28,27543.3547
258.169054,6,27548.230554
-525.179652,46,27578.024987
115.981432,16,27593.760906
198.793518,12,27607.237195
248.951468,10,27617.296539
-44.956624,21,27651.014787
-702.517737,36,27678.06095
-710.363078,35,27719.667019
-152.107964,26,27740.67535
-649.694725,39,27767.831292
-754.338636,40,27795.37979
-532.219376,32,27835.785865
-110.053412,22,27849.986437
-535.754262,33,27874.728526
-429.77493,32,27900.90098
-442.271552,34,27924.427288
42.259835,19,27940.406116
151.148708,23,27969.284196
-286.727945,30,27993.005354
-876.414298,44,28017.242238
57.313654,20,28033.897424
-483.193224,33,28057.085487
-226.685832,28,28078.145141
-1014.179136,44,28106.855844
-341.465052,25,28127.148574
192.464871,14,28140.046071
-423.52797,29,28174.308416
-81.353318,22,28192.831566
-143.07403,24,28215.798015
71.875819,19,28232.076041
-546.863444,37,28270.564633
258.608255,7,28280.272907
300,1,28300.301136
-390.994729,30,28334.685152
54.598032,17,28365.842431
202.032239,19,28379.820126
-586.496937,36,28419.586242
300,1,28426.378111
-1.247208,23,28457.943424
-262.588358,32,28478.92841
-434.434463,33,28503.262622
-191.059202,29,28524.764882
-989.252331,39,28568.44802
-379.927589,32,28595.080312
232.28308,9,28606.566939
96.652828,16,28622.604951
-235.511865,23,28657.553158
-362.725079,31,28682.456701
-97.116498,21,28703.235496
60.283683,27,28721.071594
18.071372,22,28740.201085
-575.834667,36,28765.471419
-153.707412,23,28800.399525
300,1,28807.325854
84.253397,16,28836.795808
70.271367,18,28851.866012
-708.038446,37,28894.588314
241.112316,9,28906.57855
-453.503744,34,28931.401661
212.892521,12,28945.089597
230.728408,12,28957.17757
-443.958515,33,28983.838709
-386.068164,31,29021.413693
-1066.230115,43,29052.853879
92.533973,19,29070.458266
-749.991253,44,29098.969136
-209.569707,39,29123.427015
213.694424,10,29135.782859
-564.410057,38,29161.628582
-356.806957,31,29186.456913
-381.78606,31,29225.784438
-360.032175,29,29248.633284
60.386592,26,29267.21554
252.151529,8,29278.240956
229.251558,9,29289.792624
-62.223079,18,29309.854455
-453.378249,33,29336.027894
256.870904,7,29347.09337
-409.206002,30,29369.698284
-380.178613,30,29394.887005
14.355743,23,29410.625079
-330.400925,28,29431.793713
146.30831,27,29450.522448
300,1,29457.644953
-874.766251,41,29500.269616
-608.383477,37,29526.147169
-23.04129,21,29545.633039
-83.222243,23,29579.306384
281.495398,4,29602.252277
-4.217071,20,29634.510849
-67.252162,23,29653.41487
-88.317385,24,29687.221449
-519.913283,36,29725.395039
-232.274698,58,29759.332171
-168.506956,30,29778.795206
281.943456,4,29802.0006
10.974495,26,29819.571486
-201.282371,26,29839.70922
-653.469154,32,29865.753593
-731.743932,34,29894.79239
248.200185,9,29905.99417
109.002754,16,29921.257023
-289.433352,30,29941.888868
-466.886806,33,29965.76602
34.297859,17,29981.118865
-961.481867,44,30010.928097
-525.023536,33,30036.254192
300,1,30042.429456
-682.586993,36,30082.479082
-169.3473,27,30102.752797
102.137405,15,30118.584823
113.190962,21,30134.840176
50.721469,18,30151.650247
103.669119,19,30165.663368
114.619701,17,30181.363979
-541.315623,43,30205.143463
233.654973,12,30230.576767
-749.96318,41,30272.279931
-991.619596,45,30302.405157
-750.249852,40,30333.175951
-156.103816,28,30353.929523
212.03295,12,30365.848535
-637.699547,99,30417.451285
-332.009677,27,30441.585904
-662.675798,38,30480.644607
-470.839799,30,30519.439452
175.423948,23,30537.703525
215.466865,16,30551.884886
-95.515715,23,30570.887326
235.651794,9,30582.078141
-121.258996,23,30601.581774
-488.28923,30,30639.774839
-44.461707,28,30662.176657
-730.882381,163,30748.221435
-557.782304,34,30773.298019
68.525285,22,30803.123626
-503.556084,173,30905.229886
-595.258891,52,30936.93001
-434.219693,31,30962.149644
300,1,30969.256704
269.96719,6,30993.961962
68.781816,52,31023.372333
-56.668974,28,31041.982679
-754.844627,40,31084.743438
122.73006,16,31101.450899
-64.682775,21,31120.033276
-143.209361,25,31140.187784
148.541394,13,31169.567948
-512.844347,32,31193.076389
-203.090557,29,31213.651023
107.808547,18,31232.081613
94.533213,14,31247.963915
135.465904,29,31268.945243
78.373459,17,31285.539657
-785.09385,39,31327.532158
-1214.217438,49,31360.690028
86.492912,18,31376.255255
-321.223614,29,31397.620027
-828.491197,79,31445.886862
300,1,31452.894205
-646.841315,40,31473.50618
242.249683,8,31483.637619
-468.32096,32,31507.950531
300,1,31515.213832
-408.461663,29,31553.695033
-71.765745,23,31572.532376
-302.932167,26,31609.945661
-427.071266,32,31633.455175
-758.039483,41,31675.150579
-350.762582,37,31700.071286
101.005939,16,31713.436915
-112.826292,23,31732.605405
154.778229,13,31761.705935
-927.776038,45,31791.011996
-299.88436,34,31829.201168
77.515997,16,31843.7133
-506.289423,32,31867.767652
-339.42585,38,31894.64061
251.639445,8,31905.895369
207.567249,9,31920.637872
203.27033,17,31932.66749
47.010735,16,31963.517085
-96.189377,24,31982.642053
241.480815,9,32007.3678
-127.301251,28,32041.049281
51.144103,19,32057.995468
233.809197,9,32067.990897
242.943996,8,32077.435218
147.568328,15,32092.869023
244.147797,8,32104.354908
-428.506365,36,32129.743597
57.028016,21,32145.800394
81.356224,17,32161.841601
-273.272872,27,32199.034656
-641.63167,39,32224.120358
-431.751915,34,32247.568985
241.74664,9,32259.053241
-113.770067,23,32280.253227
-1153.234223,43,32310.631682
-445.491179,35,32336.640516
-801.3665,43,32367.35072
81.706283,19,32383.683977
-593.445627,37,32409.168184
-788.908171,39,32438.293602
159.262083,30,32471.915342
-694.562793,39,32499.443008
-121.228318,24,32518.564392
-129.668427,25,32537.790784
82.287858,19,32566.992635
-192.712212,25,32587.553981
-70.077642,24,32608.452024
-365.046511,30,32632.311152
241.892187,8,32643.916548
-415.835998,32,32670.427336
-190.492341,35,32693.764275
300,1,32699.493102
-471.242633,31,32738.721182
89.876259,18,32756.325061
215.722498,10,32767.369359
82.278436,16,32782.605849
122.683956,14,32799.344071
-56.998761,21,32819.102474
220.724514,12,32831.198375
-177.074832,25,32852.661956
-186.488945,26,32874.297976
293.085455,3,32883.085315
267.425241,7,32894.342429
-75.764596,22,32911.542909
-137.933992,26,32931.324337
-391.156883,30,32968.813498
147.718382,14,32984.896367
-794.772579,44,33014.938023
-478.159318,34,33039.723789
-335.653595,42,33082.596035
-146.586712,27,33102.994869
-567.697907,35,33130.051847
-65.407265,26,33151.299487
-328.544511,28,33173.916174
-404.500198,40,33195.732725
-837.253803,39,33237.981594
-926.958325,48,33265.929632
-147.94988,24,33285.26141
267.641103,6,33309.545342
94.348006,16,33326.140757
-393.738668,31,33350.457907
-148.963861,32,33370.039539
-460.415798,59,33402.147819
152.992517,14,33431.185964
266.217357,6,33441.292024
-851.481468,39,33482.114924
-1084.085443,47,33514.077492
-875.396389,46,33545.520493
30.130235,19,33576.528858
-48.789403,22,33596.19759
4.101962,30,33629.585547
-414.463268,31,33654.509031
-1296.300076,49,33683.149844
-115.419729,38,33707.047262
27.709123,17,33721.877811
-347.555765,28,33745.107305
90.11114,18,33759.908348
148.989189,13,33774.609116
-686.877632,36,33800.590745
-115.071867,29,33835.359165
50.156407,58,33864.702151
-193.49286,29,33898.922819
-23.787482,21,33917.92438
116.045553,39,33940.482831
300,1,33947.476731
-294.115373,36,33983.313483
183.524626,10,34011.146919
-109.595422,23,34030.086613
-880.255387,39,34055.068345
-377.5093,34,34080.956847
-539.763083,47,34109.869076
122.34743,16,34123.800086
62.724468,21,34139.393596
-187.777265,26,34154.950091
-34.17287,29,34188.711867
248.579884,8,34199.46648
300,1,34206.155597
170.94418,13,34233.907804
214.264443,14,34259.760133
230.610604,9,34268.935645
150.078207,13,34283.394654
-102.196386,23,34302.732176
-489.574645,35,34328.99414
45.109706,20,34344.946659
-724.958042,39,34373.931621
-26.673584,28,34393.724428
-181.264895,28,34413.444613
-511.587338,30,34437.760821
248.374216,7,34449.163749
246.303841,8,34458.637269
132.807166,37,34481.733494
-1044.275768,41,34510.700038
-404.783276,37,34535.817375
6.645849,20,34567.275105
53.916334,19,34598.605222
-858.864844,48,34630.218277
-216.202546,25,34650.857307
-315.423988,28,34673.599469
-905.374921,58,34708.878878
227.68684,10,34720.609711
-279.17208,33,34758.110595
-390.015306,32,34781.265007
100.602573,16,34797.408069
-407.142946,30,34821.889794
141.620442,27,34839.644026
-211.715363,27,34860.629471
-34.329337,35,34882.203351
-542.204004,38,34906.643395
148.132745,14,34921.550338
145.954571,13,34949.653142
116.96592,30,34969.419793
-369.349317,33,34994.540652
-354.443198,37,35016.902061
207.215455,11,35030.190892
-422.820683,31,35055.101256
75.921713,18,35070.305608
-1014.626694,46,35100.016037
-439.466853,34,35139.099166
-527.033772,55,35170.634548
-412.826043,33,35194.304885
5.614497,39,35230.551035
61.167119,17,35245.305265
80.90648,22,35261.361358
-367.013588,30,35298.536799
-431.262603,32,35335.730139
-164.325707,26,35356.120898
-417.49102,31,35380.212904
254.756453,8,35391.747171
-916.158416,50,35420.984694
-489.132927,42,35449.415079
140.677825,14,35461.429862
88.79817,17,35490.591317
-506.488184,36,35515.114361
265.309297,6,35525.97899
-870.000033,42,35554.548765
-237.828964,28,35575.549247
259.117704,7,35584.916575
-196.330584,26,35606.136001
172.803032,22,35622.887855
-504.99152,35,35646.595635
-94.844896,31,35667.391924
-55.380846,28,35687.945177
269.470535,6,35699.601905
197.264855,16,35711.129989
260.624283,7,35722.038453
-197.380984,41,35746.680714
-800.388379,42,35774.86358
252.10036,8,35786.638701
261.796259,7,35810.943184
-196.350794,29,35833.218347
47.422241,17,35848.375888
-290.877833,31,35870.771865
105.615187,16,35887.502246
-858.803535,39,35929.529716
73.362731,27,35948.607321
-99.871834,22,35966.489042
119.472333,15,35980.469477
-616.910531,38,36004.879642
-305.38297,28,36042.082454
-801.248008,44,36069.73062
-369.963812,31,36095.321541
-253.487625,59,36127.785691
142.009599,14,36142.31642
-121.727525,23,36160.441162
40.073154,25,36177.924765
-284.059146,34,36199.77162
90.89932,41,36225.523573
102.738964,16,36239.871922
-407.920766,37,36277.372876
-497.191752,35,36302.511054
-24.492938,31,36326.034144
-131.552176,24,36344.712055
-225.363706,26,36365.534478
-599.135364,162,36435.134382
-751.136872,38,36463.118448
67.585627,17,36479.066347
-146.591419,27,36496.979019
139.878048,12,36526.483009
-746.298198,68,36562.643133
-755.373527,40,36605.284605
-622.088974,44,36633.688512
-1281.151316,152,36707.098743
-1023.965969,42,36737.299293
-633.654946,37,36763.519117
-853.182062,41,36794.133077
-220.010216,28,36815.736242
-791.89753,40,36842.319253
-540.205456,36,36870.366598
-442.096974,35,36895.173242
268.916619,5,36905.317143
237.199499,9,36916.675138
252.799101,8,36927.121872
-199.562217,23,36948.960816
249.896649,8,36974.977904
101.247787,16,36991.491453
-9.484208,21,37010.401788
-230.919245,27,37031.736974
-245.798589,29,37054.098428
-414.491686,36,37077.733066
40.59402,17,37093.845746
241.85371,9,37100.728492
-394.277922,29,37122.806326
-50.236547,48,37150.173496
84.684515,20,37164.479616
-516.768081,105,37214.547376
-475.931705,37,37238.480537
-544.9879,34,37261.213863
-590.533577,40,37286.859814
-359.985962,28,37324.492123
109.940122,18,37341.30172
28.924604,18,37357.601895
-58.774962,22,37390.523207
-407.655285,45,37417.628551
-50.716105,21,37434.921724
-458.877782,36,37459.765073
204.804108,11,37473.615094
266.84769,6,37484.135041
-35.260392,40,37507.622539
-39.102728,20,37526.554777
-122.422963,25,37545.806207
-377.061244,31,37570.147522
245.820896,8,37582.322227
-956.913782,40,37612.979551
-153.573958,32,37634.509282
300,1,37641.564992
-750.880867,43,37684.296174
221.194378,9,37697.185068
-388.44562,29,37721.287485
71.813737,18,37737.072133
-419.521795,32,37761.255189
-464.806153,36,37785.722743
-820.57497,41,37816.450251
-924.280926,43,37844.631398
-906.668899,44,37874.536569
191.247675,26,37903.750123
-522.809832,37,37927.957421
228.191973,14,37953.722839
149.364184,15,37969.112468
-543.847655,30,37994.133797
-696.435214,36,38035.919868
300,1,38043.370996
-555.414819,32,38082.015651
-467.539198,35,38106.222097
175.602933,12,38133.759427
-140.326132,26,38154.346066
-124.524497,25,38175.151313
97.628123,15,38189.439575
-493.325145,37,38210.579984
-518.068715,36,38235.261688
-167.85982,27,38255.852999
150.688427,14,38270.986581
-1017.754262,51,38301.1124
300,1,38308.540274
-1154.129855,48,38352.015312
-350.997564,32,38374.758191
51.817266,20,38403.857893
-975.243807,42,38444.994262
-144.209782,28,38465.988028
29.316248,23,38485.248716
245.108038,8,38495.942664
-378.774011,30,38521.166231
241.020043,10,38533.295077
261.583687,5,38558.335153
-184.613483,25,38577.927188
137.476006,16,38607.325047
58.67125,17,38625.157022
94.974135,17,38636.911624
-886.844626,42,38665.955833
-109.979736,24,38685.236661
-158.709669,28,38707.382908
-174.234853,26,38728.670695
-100.771083,23,38747.877296
-457.386937,36,38774.865462
225.929585,13,38787.15905
300,1,38807.18638
101.104373,16,38835.071389
-127.239016,26,38868.280087
-708.012258,34,38908.083909
-915.246412,44,38939.001253
-82.000962,24,38960.821111
-145.454968,26,38980.477664
-98.26519,24,39014.821652
-326.210372,27,39036.868666
69.733554,22,39054.353389
-236.03512,33,39089.86569
-477.158786,40,39116.44182
37.976824,17,39134.580866
-1000.345007,49,39164.675788
252.979621,7,39170.787609
-1086.025876,41,39202.176245
18.927343,18,39221.871161
-1077.789661,59,39255.647178
-290.825252,30,39278.437292
-132.557744,27,39299.473855
-189.365508,32,39320.314701
-798.533476,40,39347.557611
-444.202532,34,39370.387327
-438.663748,33,39396.297593
278.155393,5,39406.221347
105.010459,15,39435.243346
-385.634469,28,39459.748326
-427.703387,34,39485.065254
-597.248421,41,39511.148463
-66.854575,54,39539.390421
105.853256,17,39556.042476
71.780854,16,39585.294348
-29.296949,17,39604.126792
-254.985786,30,39624.364447
131.378029,17,39638.865289
-106.610777,29,39659.803152
-837.607002,36,39687.404
118.034153,15,39702.573694
245.03557,8,39713.939115
108.133159,19,39731.300183
54.556232,16,39746.642867
179.022939,17,39759.085303
105.105864,18,39775.096308
-290.376921,28,39799.866239
83.173721,21,39813.949814
240.623796,8,39825.015915
202.553042,14,39851.378267
-146.761614,24,39885.018915
122.571684,17,39900.655873
78.572466,20,39916.598346
92.990268,17,39932.563008
207.074639,14,39945.976346
-203.583891,28,39966.210465
82.082571,19,39984.000549
-1025.761895,41,40012.325848
107.850147,17,40028.867581
108.040459,18,40045.24594
-13.723863,19,40062.504811
-61.126365,23,40081.053868
-413.193866,29,40117.894233
-364.016872,29,40141.651562
-68.189558,23,40160.596596
94.963642,22,40176.565919
-20.560201,42,40213.056333
-993.036303,37,40255.684646
-313.892989,27,40291.430994
-777.139211,34,40317.709805
156.266181,13,40332.067197
135.335463,14,40348.599129
46.996525,19,40364.852244
-394.283741,29,40403.510235
198.584415,18,40417.916325
-1087.864652,49,40447.495249
300,1,40456.01843
-214.460763,32,40478.711947
300,1,40485.902853
300,1,40505.930635
-74.697956,21,40539.35926
-216.449215,26,40572.285872
-831.921334,42,40602.199239
-147.009177,30,40622.288372
-502.923651,32,40660.313962
-117.600468,22,40694.582565
-406.218862,31,40718.794537
-392.268973,31,40743.464062
-345.032391,26,40778.755696
123.831978,15,40794.627408
-377.346448,32,40818.576099
-951.475964,42,40848.097979
-234.165608,25,40866.708546
-167.66366,25,40887.727396
-466.345895,32,40911.786364
-452.666047,32,40937.413056
-117.383989,27,40957.170474
223.705532,11,40983.126432
-230.765097,31,41004.491681
-388.786252,34,41029.408429
1.917312,19,41047.964748
-644.311544,33,41073.210366
300,1,41079.613893
111.587941,18,41108.985989
-679.361498,35,41151.497325
-199.860437,25,41170.858487
149.75948,13,41186.341622
170.063167,18,41213.609273
55.786116,18,41230.17116
248.250099,10,41241.060421
-36.080626,22,41273.420221
203.769216,14,41287.025032
-154.659478,27,41306.80222
69.877277,16,41322.564148
149.486793,12,41335.610647
-404.623682,29,41374.134807
-953.825084,44,41404.244846
-49.160199,22,41421.829393
249.549654,6,41432.885426
-919.426255,44,41463.02917
-562.973692,32,41487.233257
-362.204076,31,41511.436478
253.821269,7,41521.788221
76.653964,23,41539.307913
238.237214,10,41552.354864
-294.782232,29,41574.238315
-484.402693,35,41599.437277
-32.781759,18,41616.183815
30.377212,39,41639.832657
-478.425524,34,41665.364588
225.596561,11,41677.983129
186.647357,11,41692.42
-180.143293,28,41713.322762
-915.065499,54,41747.235004
-86.881873,27,41780.804581
-489.533635,33,41803.670938
229.870932,11,41814.556305
-100.835372,23,41833.754981
-964.254626,43,41864.808333
80.673405,18,41880.546469
242.844574,7,41892.311585
-218.695671,28,41912.002028
-939.92116,43,41941.531735
84.347433,21,41956.684014
-118.180931,23,41971.224061
300,1,41976.273993
230.677309,9,42000.935505
71.319696,26,42020.397408
-168.546879,26,42040.315735
111.716919,15,42056.705856
88.915852,16,42071.479635
136.793403,14,42086.292351
-451.805652,38,42111.383359
-162.521343,24,42144.086329
-261.879334,33,42179.348755
-846.006348,44,42209.777801
248.269543,7,42221.646505
-169.70237,31,42240.71408
-56.534165,21,42273.158018
248.858132,8,42282.98822
102.167547,16,42299.262656
-467.091917,33,42323.766002
248.581416,11,42335.838158
-371.126594,30,42358.931905
26.819487,17,42375.183053
266.642522,6,42386.021601
105.056526,17,42402.092426
119.148957,19,42418.526177
-76.074258,29,42439.848426
-577.257228,40,42467.910769
233.171802,8,42479.224668
67.015383,53,42504.341936
-89.157709,23,42525.143579
-488.870927,33,42549.343144
236.175418,8,42560.825892
-160.740051,26,42582.123059
-223.659219,29,42604.112042
-87.894577,23,42625.705241
4.330526,18,42642.236901
-118.774736,24,42675.202317
231.820154,13,42687.247795
300,1,42694.447354
71.189873,17,42724.173923
-369.364264,36,42749.737458
67.26579,22,42779.276671
-356.479806,33,42816.630076
-486.576058,34,42841.125213
-842.112384,43,42883.63785
249.265101,7,42893.823825
64.178012,17,42910.757766
-61.11964,21,42930.292081
23.819722,18,42947.435515
-450.876829,39,42972.077039
-159.998401,25,42992.943279
-415.655497,33,43017.273468
244.801586,7,43028.144989
-570.640602,32,43051.609094
31.589841,16,43067.923562
-492.672201,106,43113.349849
143.574742,31,43132.760545
-649.384144,35,43171.92573
187.480757,13,43185.106235
238.266459,11,43195.869088
229.778352,9,43221.639328
-551.97596,59,43253.937991
-126.405304,24,43286.324223
227.853946,14,43297.347974
300,1,43318.026136
-455.86921,33,43342.168456
240.026099,10,43354.406736
29.946285,21,43371.251383
51.816896,20,43388.78232
-513.285376,35,43413.527191
-472.532018,40,43438.720269
-420.345603,33,43475.729827
-921.419995,43,43504.640625
-179.797889,30,43524.993788
77.600498,18,43541.594036
-598.96765,75,43580.698334
-136.754007,26,43599.933554
-124.505746,23,43618.983901
-227.082924,42,43659.524878
-640.254931,64,43690.028399
-192.250805,42,43716.993356
-865.739711,44,43744.743918
-218.927969,28,43767.339569
172.36415,22,43781.967801
96.387322,16,43797.907583
-473.952228,39,43822.899064
248.314062,10,43833.711452
-865.102022,45,43861.266052
81.636535,48,43886.586045
252.481619,7,43896.217503
219.920907,12,43909.262906
-403.191381,34,43932.937221
91.142073,18,43948.720089
31.871535,17,43965.020255
-57.910001,22,43997.352211
-710.386201,67,44030.390782
-213.437908,32,44051.63252
-80.563382,23,44069.275911
212.420371,11,44095.254693
-72.716988,20,44115.407321
-220.854457,24,44136.522534
-405.572977,54,44169.370818
248.114075,9,44179.886116
250.789809,8,44204.274001
300,1,44209.399117
-369.451213,31,44244.889692
-447.639532,31,44283.582733
-136.351224,24,44303.350822
167.763785,19,44332.129515
95.643836,19,44347.124766
-765.089969,38,44375.48423
-192.36174,24,44396.230393
-76.52664,24,44414.860902
-949.591159,41,44456.929271
249.038732,6,44467.69253
83.743246,17,44496.502077
51.160347,17,44512.66327
196.098569,11,44525.875417
-126.616038,29,44544.027324
300,1,44564.054967
-188.442051,42,44604.922816
-250.156578,32,44626.857277
-224.888727,26,44647.489307
-728.953959,40,44676.781189
-4.561376,18,44706.289481
225.888067,10,44715.904687
-918.692782,40,44743.466782
107.268688,16,44759.892977
163.798926,14,44773.765968
300,1,44779.788981
267.524114,8,44804.212932
-155.964936,28,44826.055081
18.470453,20,44842.970995
-48.746852,26,44862.684946
108.024638,13,44892.629694
300,1,44899.950711
22.540649,21,44930.780692
300,1,44937.468212
-501.463015,35,44976.986206
-970.586992,43,45021.152246
149.860274,31,45039.251276
-783.734225,40,45068.35858
-415.671794,32,45105.985979
-413.040572,39,45132.405617
-374.121881,27,45168.734315
-59.131142,21,45187.171876
-97.448881,23,45219.875148
55.815149,22,45251.026145
-497.797733,40,45276.562325
80.736946,17,45291.588689
300,1,45298.461993
91.197938,18,45327.941591
-472.144083,33,45364.732749
224.122208,10,45377.519396
-931.206397,35,45407.859278
226.556321,13,45420.700028
-477.20052,37,45447.062957
-165.571666,27,45464.75733
-108.59136,23,45486.186817
-413.637139,34,45512.449605
-551.625046,37,45538.155931
-190.931218,26,45559.552795
133.473933,15,45576.279625
-578.794572,37,45601.315641
251.457107,7,45611.288665
71.631959,17,45640.750021
44.905926,50,45671.257867
-677.662185,60,45705.432912
212.955513,11,45719.048305
260.875306,6,45730.037557
69.737916,17,45746.1455
279.702334,5,45770.484859
-25.408528,34,45793.205041
126.717035,15,45809.517085
-905.092965,38,45838.642045
92.669817,22,45856.759503
-1085.643868,45,45886.527124
-777.560652,37,45927.266167
-616.812486,42,45953.579358
-399.436568,32,45977.569296
129.007614,14,46005.746525
-165.917024,24,46039.540775
-43.758867,22,46060.488311
-248.646565,26,46077.773897
-908.705711,39,46106.897221
76.283592,16,46122.958607
200.485222,13,46135.25153
-229.904383,26,46156.466977
195.782428,13,46168.820283
-321.049439,55,46201.37704
-154.973637,27,46221.452423
-14.917522,55,46247.403991
-699.831122,38,46288.944914
-978.384344,45,46319.496282
-387.391276,60,46352.332231
-71.631154,21,46371.663264
58.252413,19,46388.050143
-830.431092,43,46418.055624
300,1,46424.535717
-402.976431,34,46462.70571
-26.014374,20,46476.756835
238.384895,11,46501.948314
207.225305,11,46514.305926
-496.236598,31,46539.413561
137.051113,15,46554.019018
70.276617,17,46568.401363
-142.82055,25,46588.319284
-534.307824,35,46614.603047
-171.437232,26,46635.167318
179.352075,13,46648.658901
70.125621,18,46665.310727
300,1,46673.387372
-140.95747,25,46694.139132
-448.356835,34,46717.987227
-193.38609,28,46739.931439
-575.273849,34,46764.474102
-333.730704,27,46784.559733
300,1,46791.105548
-602.013905,42,46829.934026
-73.812543,23,46848.645077
300,1,46855.495507
-359.732856,32,46894.118639
300,1,46901.128594
-507.780971,35,46938.497226
114.123664,38,46976.537291
243.484716,9,46986.513896
-316.614013,27,47007.852641
-373.877571,30,47044.489986
113.739305,15,47074.304782
-357.24706,39,47098.004815
-318.500741,27,47119.639714
206.685298,11,47131.353076
81.086849,16,47145.240128
-383.806663,28,47170.025027
107.904825,15,47185.669975
256.327474,8,47196.567643
129.124191,18,47224.787805
-139.732862,26,47258.938147
81.622187,33,47280.586793
122.856432,17,47296.537812
109.299696,17,47312.669538
72.022876,20,47329.209752
-189.548602,29,47347.545882
216.083224,10,47358.86772
112.018139,16,47372.17468
-33.681641,69,47419.181266
-577.518045,33,47443.27744
14.750247,18,47458.856237
113.508429,16,47474.677554
109.944689,17,47489.008261
74.405831,18,47519.117997
69.685128,18,47534.48951
-695.776426,62,47565.98842
-193.065056,26,47587.028291
-618.677621,35,47612.523872
-770.65002,40,47652.016716
227.068193,9,47676.55337
-737.945987,36,47700.383595
-734.889393,35,47740.660503
-1726.18256,116,47790.166426
108.579814,18,47819.046409
-189.345683,28,47839.998149
221.088784,15,47852.933726
-449.295919,33,47873.775082
-419.995734,30,47911.233826
-87.159683,86,47946.466723
107.601073,15,47961.598922
75.948428,17,47978.020278
-87.662754,22,48010.268429
-180.006559,26,48031.252859
-144.057155,26,48052.39489
-540.819229,37,48078.849703
-109.332685,26,48099.420081
-1205.735583,44,48130.831826
189.027841,18,48144.613042
